shift_date,shift,line_id,machine_id,good_count,reject_count,scrap_rate,defect_code,defect_type,measurement_mm,lsl,usl
2025-07-21,A,L1,M102,3661,145,0.0383,SCRATCH,Surface scratch,10.0544,9.5,10.5
2025-07-21,B,L1,M102,3854,101,0.0257,SCRATCH,Surface scratch,9.9062,9.5,10.5
2025-07-21,A,L2,M201,2884,155,0.0513,DIM,Dimension out of spec,10.6725,9.5,10.5
2025-07-21,B,L2,M201,2984,233,0.0725,CONTAM,Contamination,10.1551,9.5,10.5
2025-07-21,A,L2,M202,4829,310,0.0604,CONTAM,Contamination,10.3196,9.5,10.5
2025-07-21,B,L2,M202,4340,202,0.0446,DIM,Dimension out of spec,9.9682,9.5,10.5
2025-07-21,A,L3,M301,2748,116,0.0406,CONTAM,Contamination,10.0092,9.5,10.5
2025-07-21,B,L3,M301,2603,85,0.0317,SCRATCH,Surface scratch,9.9293,9.5,10.5
2025-07-21,A,L3,M302,3634,84,0.0227,OTHER,Other,9.9358,9.5,10.5
2025-07-21,B,L3,M302,3141,102,0.0317,CONTAM,Contamination,10.1053,9.5,10.5
2025-07-21,A,L3,M303,3407,88,0.0254,SCRATCH,Surface scratch,9.9423,9.5,10.5
2025-07-21,B,L3,M303,3511,122,0.0337,CONTAM,Contamination,9.9357,9.5,10.5
