shift_date,shift,line_id,machine_id,planned_time_min,ideal_rate,total_count,product_sku,operator_id,vibration_rms,temp_c,motor_current_a,downtime_minutes
2025-07-19,B,L3,M303,480.0,10.0,3425,SKU-C,OP13,5.87,55.31,13.51,108.30000000000001
2025-07-20,A,L1,M101,480.0,8.0,3235,SKU-A,OP28,2.299,41.28,13.14,19.7
2025-07-20,B,L1,M101,480.0,10.0,4150,SKU-B,OP34,3.049,50.38,11.8,12.7
2025-07-20,A,L1,M102,480.0,8.0,3224,SKU-C,OP35,3.346,55.21,10.55,38.7
2025-07-20,B,L1,M102,480.0,10.0,4498,SKU-C,OP36,2.28,39.53,10.81,31.4
2025-07-20,A,L2,M201,480.0,12.0,5028,SKU-D,OP14,2.682,48.2,12.01,5.0
2025-07-20,B,L2,M201,480.0,12.0,4919,SKU-A,OP25,3.071,52.54,12.4,38.9
2025-07-20,A,L2,M202,480.0,10.0,3763,SKU-A,OP20,2.276,43.51,14.79,44.2
2025-07-20,B,L2,M202,480.0,10.0,4286,SKU-C,OP24,2.46,36.5,12.35,15.1
2025-07-20,A,L3,M301,480.0,8.0,2801,SKU-B,OP16,3.996,63.05,11.85,52.6
2025-07-20,B,L3,M301,480.0,10.0,3208,SKU-B,OP39,3.952,57.25,13.14,30.2
2025-07-20,A,L3,M302,480.0,10.0,3094,SKU-A,OP29,4.113,61.14,12.08,49.2
2025-07-20,B,L3,M302,480.0,8.0,3043,SKU-B,OP36,5.025,65.89,13.56,54.5
2025-07-20,A,L3,M303,480.0,10.0,3377,SKU-C,OP22,6.067,57.06,8.92,101.1
2025-07-20,B,L3,M303,480.0,10.0,3275,SKU-B,OP31,5.396,59.6,10.81,120.19999999999999
2025-07-21,A,L1,M101,480.0,10.0,4228,SKU-A,OP34,1.021,46.75,12.44,52.7
2025-07-21,B,L1,M101,480.0,8.0,3373,SKU-C,OP29,3.338,49.33,11.77,26.3
2025-07-21,A,L1,M102,480.0,10.0,3806,SKU-C,OP29,3.591,43.99,12.97,28.799999999999997
2025-07-21,B,L1,M102,480.0,10.0,3955,SKU-A,OP21,2.708,52.38,11.05,15.4
2025-07-21,A,L2,M201,480.0,8.0,3039,SKU-C,OP35,1.523,48.14,13.93,27.8
2025-07-21,B,L2,M201,480.0,8.0,3217,SKU-B,OP37,2.58,50.09,15.26,48.5
2025-07-21,A,L2,M202,480.0,12.0,5139,SKU-D,OP27,1.32,43.01,10.96,40.1
2025-07-21,B,L2,M202,480.0,12.0,4542,SKU-A,OP25,2.465,46.32,12.45,79.6
2025-07-21,A,L3,M301,480.0,8.0,2864,SKU-D,OP17,4.529,66.9,13.64,85.19999999999999
2025-07-21,B,L3,M301,480.0,8.0,2688,SKU-C,OP39,4.688,69.37,10.55,93.69999999999999
2025-07-21,A,L3,M302,480.0,12.0,3718,SKU-B,OP24,4.491,66.4,16.14,72.0
2025-07-21,B,L3,M302,480.0,10.0,3243,SKU-D,OP13,4.92,59.5,15.46,109.7
2025-07-21,A,L3,M303,480.0,12.0,3495,SKU-C,OP16,5.834,60.26,14.3,29.6
2025-07-21,B,L3,M303,480.0,12.0,3633,SKU-C,OP20,6.187,62.04,10.94,126.5
