event_id,shift_date,shift,line_id,machine_id,downtime_code,downtime_category,downtime_minutes,start_time,end_time,planned_time_min
1205,2025-07-09,B,L3,M303,CHG01,Changeover,73.3,2025-07-09T15:42:00,2025-07-09T16:55:19.493848767,480.0
1206,2025-07-09,B,L3,M303,BRK02,Breakdown — mechanical,15.6,2025-07-09T17:28:00,2025-07-09T17:43:34.480585658,480.0
1207,2025-07-09,B,L3,M303,CHG01,Changeover,37.8,2025-07-09T20:18:00,2025-07-09T20:55:48.922069483,480.0
1208,2025-07-10,A,L1,M101,QLT05,Quality hold,43.8,2025-07-10T06:48:00,2025-07-10T07:31:47.373502311,480.0
1209,2025-07-10,B,L1,M101,CHG01,Changeover,28.1,2025-07-10T17:24:00,2025-07-10T17:52:05.669756308,480.0
1210,2025-07-10,A,L1,M102,MAT04,Material shortage,24.7,2025-07-10T12:39:00,2025-07-10T13:03:44.157799628,480.0
1211,2025-07-10,B,L1,M102,QLT05,Quality hold,26.2,2025-07-10T17:34:00,2025-07-10T18:00:13.719000831,480.0
1212,2025-07-10,A,L2,M201,MAT04,Material shortage,26.3,2025-07-10T12:10:00,2025-07-10T12:36:18.650444082,480.0
1213,2025-07-10,B,L2,M201,MAT04,Material shortage,37.8,2025-07-10T16:48:00,2025-07-10T17:25:46.285962123,480.0
1214,2025-07-10,A,L2,M202,MAT04,Material shortage,21.4,2025-07-10T07:26:00,2025-07-10T07:47:26.157326417,480.0
1215,2025-07-10,B,L2,M202,STP08,Minor stoppage,2.6,2025-07-10T16:46:00,2025-07-10T16:48:35.189501653,480.0
1216,2025-07-10,B,L2,M202,PM07,Planned maintenance,18.8,2025-07-10T19:14:00,2025-07-10T19:32:49.821717227,480.0
1217,2025-07-10,A,L3,M301,CHG01,Changeover,29.1,2025-07-10T08:08:00,2025-07-10T08:37:06.156965745,480.0
1218,2025-07-10,A,L3,M301,CHG01,Changeover,37.3,2025-07-10T09:14:00,2025-07-10T09:51:18.517617524,480.0
1219,2025-07-10,A,L3,M301,CHG01,Changeover,63.0,2025-07-10T12:06:00,2025-07-10T13:09:01.316609081,480.0
1220,2025-07-10,B,L3,M301,STP08,Minor stoppage,9.1,2025-07-10T19:48:00,2025-07-10T19:57:03.926564162,480.0
1221,2025-07-10,A,L3,M302,CHG01,Changeover,30.8,2025-07-10T08:36:00,2025-07-10T09:06:50.037617479,480.0
1222,2025-07-10,A,L3,M302,CHG01,Changeover,54.0,2025-07-10T07:46:00,2025-07-10T08:39:59.684282388,480.0
1223,2025-07-10,B,L3,M302,BRK02,Breakdown — mechanical,113.3,2025-07-10T20:48:00,2025-07-10T22:41:17.914669333,480.0
1224,2025-07-10,B,L3,M302,CHG01,Changeover,8.3,2025-07-10T15:46:00,2025-07-10T15:54:17.670455570,480.0
1225,2025-07-10,A,L3,M303,PM07,Planned maintenance,109.5,2025-07-10T07:32:00,2025-07-10T09:21:32.896485034,480.0
1226,2025-07-10,B,L3,M303,CHG01,Changeover,75.1,2025-07-10T20:06:00,2025-07-10T21:21:06.015533294,480.0
1227,2025-07-10,B,L3,M303,CHG01,Changeover,45.8,2025-07-10T15:32:00,2025-07-10T16:17:50.863063918,480.0
1228,2025-07-11,A,L1,M101,STP08,Minor stoppage,4.4,2025-07-11T11:05:00,2025-07-11T11:09:26.564791648,480.0
1229,2025-07-11,A,L1,M101,QLT05,Quality hold,19.2,2025-07-11T09:01:00,2025-07-11T09:20:09.076095363,480.0
1230,2025-07-11,B,L1,M101,STP08,Minor stoppage,9.7,2025-07-11T14:12:00,2025-07-11T14:21:42.506172296,480.0
1231,2025-07-11,B,L1,M101,BRK02,Breakdown — mechanical,22.4,2025-07-11T18:02:00,2025-07-11T18:24:22.307106811,480.0
1232,2025-07-11,A,L1,M102,PM07,Planned maintenance,81.9,2025-07-11T11:39:00,2025-07-11T13:00:51.842175232,480.0
1233,2025-07-11,B,L1,M102,OPR06,Operator absence,22.8,2025-07-11T20:48:00,2025-07-11T21:10:46.847528970,480.0
1234,2025-07-11,B,L1,M102,OPR06,Operator absence,17.4,2025-07-11T16:31:00,2025-07-11T16:48:21.107933118,480.0
1235,2025-07-11,A,L2,M201,BRK03,Breakdown — electrical,23.9,2025-07-11T06:18:00,2025-07-11T06:41:54.051386831,480.0
1236,2025-07-11,A,L2,M201,OPR06,Operator absence,16.8,2025-07-11T07:44:00,2025-07-11T08:00:49.425635329,480.0
1237,2025-07-11,B,L2,M201,BRK03,Breakdown — electrical,37.1,2025-07-11T15:44:00,2025-07-11T16:21:04.177083636,480.0
1238,2025-07-11,A,L2,M202,BRK02,Breakdown — mechanical,43.7,2025-07-11T07:15:00,2025-07-11T07:58:42.607123398,480.0
1239,2025-07-11,B,L2,M202,PM07,Planned maintenance,39.6,2025-07-11T14:40:00,2025-07-11T15:19:35.499902648,480.0
1240,2025-07-11,A,L3,M301,CHG01,Changeover,40.7,2025-07-11T12:37:00,2025-07-11T13:17:39.615754015,480.0
1241,2025-07-11,B,L3,M301,CHG01,Changeover,74.6,2025-07-11T14:46:00,2025-07-11T16:00:36.306410297,480.0
1242,2025-07-11,B,L3,M301,BRK03,Breakdown — electrical,56.4,2025-07-11T17:31:00,2025-07-11T18:27:21.008901731,480.0
1243,2025-07-11,A,L3,M302,CHG01,Changeover,45.5,2025-07-11T06:23:00,2025-07-11T07:08:30.349898798,480.0
1244,2025-07-11,B,L3,M302,OPR06,Operator absence,26.7,2025-07-11T15:38:00,2025-07-11T16:04:39.144664735,480.0
1245,2025-07-11,A,L3,M303,PM07,Planned maintenance,81.7,2025-07-11T10:49:00,2025-07-11T12:10:41.767978604,480.0
1246,2025-07-11,A,L3,M303,CHG01,Changeover,36.0,2025-07-11T07:09:00,2025-07-11T07:45:02.219897713,480.0
1247,2025-07-11,B,L3,M303,CHG01,Changeover,77.8,2025-07-11T20:13:00,2025-07-11T21:30:46.753985891,480.0
1248,2025-07-11,B,L3,M303,CHG01,Changeover,29.2,2025-07-11T20:49:00,2025-07-11T21:18:10.956093148,480.0
1249,2025-07-12,A,L1,M101,STP08,Minor stoppage,5.3,2025-07-12T09:38:00,2025-07-12T09:43:17.367104945,480.0
1250,2025-07-12,A,L1,M101,PM07,Planned maintenance,17.8,2025-07-12T10:18:00,2025-07-12T10:35:47.193989415,480.0
1251,2025-07-12,B,L1,M101,CHG01,Changeover,13.8,2025-07-12T20:25:00,2025-07-12T20:38:50.112777673,480.0
1252,2025-07-12,A,L1,M102,BRK02,Breakdown — mechanical,35.5,2025-07-12T09:20:00,2025-07-12T09:55:31.623712598,480.0
1253,2025-07-12,B,L1,M102,MAT04,Material shortage,15.0,2025-07-12T15:46:00,2025-07-12T16:01:02.642366468,480.0
1254,2025-07-12,A,L2,M201,BRK02,Breakdown — mechanical,34.5,2025-07-12T08:23:00,2025-07-12T08:57:27.864218655,480.0
1255,2025-07-12,B,L2,M201,BRK03,Breakdown — electrical,27.8,2025-07-12T15:06:00,2025-07-12T15:33:49.859070493,480.0
1256,2025-07-12,B,L2,M201,CHG01,Changeover,21.3,2025-07-12T20:46:00,2025-07-12T21:07:18.866363121,480.0
1257,2025-07-12,A,L2,M202,MAT04,Material shortage,8.0,2025-07-12T11:19:00,2025-07-12T11:27:00.854429527,480.0
1258,2025-07-12,B,L2,M202,QLT05,Quality hold,31.7,2025-07-12T16:26:00,2025-07-12T16:57:39.724400464,480.0
1259,2025-07-12,B,L2,M202,PM07,Planned maintenance,28.7,2025-07-12T14:39:00,2025-07-12T15:07:42.892071022,480.0
1260,2025-07-12,A,L3,M301,OPR06,Operator absence,24.5,2025-07-12T10:14:00,2025-07-12T10:38:29.145777442,480.0
1261,2025-07-12,A,L3,M301,CHG01,Changeover,57.7,2025-07-12T06:33:00,2025-07-12T07:30:41.212254223,480.0
1262,2025-07-12,A,L3,M301,QLT05,Quality hold,23.8,2025-07-12T11:39:00,2025-07-12T12:02:49.713858850,480.0
1263,2025-07-12,A,L3,M301,CHG01,Changeover,8.5,2025-07-12T12:14:00,2025-07-12T12:22:31.204483287,480.0
1264,2025-07-12,B,L3,M301,PM07,Planned maintenance,82.8,2025-07-12T20:17:00,2025-07-12T21:39:48.456068153,480.0
1265,2025-07-12,B,L3,M301,OPR06,Operator absence,7.9,2025-07-12T15:04:00,2025-07-12T15:11:56.181798285,480.0
1266,2025-07-12,A,L3,M302,STP08,Minor stoppage,5.9,2025-07-12T07:38:00,2025-07-12T07:43:55.029878976,480.0
1267,2025-07-12,A,L3,M302,BRK02,Breakdown — mechanical,84.1,2025-07-12T08:46:00,2025-07-12T10:10:08.428840877,480.0
1268,2025-07-12,A,L3,M302,CHG01,Changeover,9.0,2025-07-12T12:35:00,2025-07-12T12:43:58.426102788,480.0
1269,2025-07-12,B,L3,M302,CHG01,Changeover,85.3,2025-07-12T20:02:00,2025-07-12T21:27:19.163745934,480.0
1270,2025-07-12,A,L3,M303,QLT05,Quality hold,18.6,2025-07-12T11:11:00,2025-07-12T11:29:35.969460289,480.0
1271,2025-07-12,A,L3,M303,MAT04,Material shortage,48.4,2025-07-12T06:05:00,2025-07-12T06:53:24.040512131,480.0
1272,2025-07-12,A,L3,M303,OPR06,Operator absence,19.7,2025-07-12T06:23:00,2025-07-12T06:42:41.729052677,480.0
1273,2025-07-12,B,L3,M303,BRK03,Breakdown — electrical,19.9,2025-07-12T15:48:00,2025-07-12T16:07:52.314659790,480.0
1274,2025-07-13,A,L1,M101,CHG01,Changeover,32.8,2025-07-13T08:03:00,2025-07-13T08:35:48.431457395,480.0
1275,2025-07-13,B,L1,M101,PM07,Planned maintenance,74.6,2025-07-13T16:44:00,2025-07-13T17:58:36.781889591,480.0
1276,2025-07-13,A,L1,M102,MAT04,Material shortage,26.8,2025-07-13T08:39:00,2025-07-13T09:05:47.313852236,480.0
1277,2025-07-13,B,L1,M102,OPR06,Operator absence,26.8,2025-07-13T20:03:00,2025-07-13T20:29:50.460712465,480.0
1278,2025-07-13,B,L1,M102,STP08,Minor stoppage,6.0,2025-07-13T19:37:00,2025-07-13T19:42:59.979063775,480.0
1279,2025-07-13,B,L1,M102,BRK02,Breakdown — mechanical,9.2,2025-07-13T18:45:00,2025-07-13T18:54:09.818687508,480.0
1280,2025-07-13,A,L2,M201,QLT05,Quality hold,28.2,2025-07-13T12:06:00,2025-07-13T12:34:11.119434968,480.0
1281,2025-07-13,B,L2,M201,MAT04,Material shortage,18.8,2025-07-13T20:11:00,2025-07-13T20:29:49.703658025,480.0
1282,2025-07-13,A,L2,M202,PM07,Planned maintenance,23.5,2025-07-13T09:24:00,2025-07-13T09:47:28.826179589,480.0
1283,2025-07-13,B,L2,M202,OPR06,Operator absence,9.6,2025-07-13T16:25:00,2025-07-13T16:34:34.842442841,480.0
1284,2025-07-13,B,L2,M202,OPR06,Operator absence,28.3,2025-07-13T17:16:00,2025-07-13T17:44:16.624179193,480.0
1285,2025-07-13,B,L2,M202,MAT04,Material shortage,22.3,2025-07-13T20:48:00,2025-07-13T21:10:17.594113231,480.0
1286,2025-07-13,A,L3,M301,MAT04,Material shortage,49.3,2025-07-13T10:01:00,2025-07-13T10:50:20.319462719,480.0
1287,2025-07-13,A,L3,M301,CHG01,Changeover,17.0,2025-07-13T09:48:00,2025-07-13T10:05:00.306494859,480.0
1288,2025-07-13,B,L3,M301,BRK02,Breakdown — mechanical,67.5,2025-07-13T15:07:00,2025-07-13T16:14:31.320790674,480.0
1289,2025-07-13,B,L3,M301,PM07,Planned maintenance,26.8,2025-07-13T19:11:00,2025-07-13T19:37:45.796424391,480.0
1290,2025-07-13,A,L3,M302,STP08,Minor stoppage,10.3,2025-07-13T11:42:00,2025-07-13T11:52:18.441224006,480.0
1291,2025-07-13,B,L3,M302,MAT04,Material shortage,59.4,2025-07-13T20:45:00,2025-07-13T21:44:24.112072130,480.0
1292,2025-07-13,B,L3,M302,CHG01,Changeover,45.9,2025-07-13T19:31:00,2025-07-13T20:16:51.315288862,480.0
1293,2025-07-13,A,L3,M303,CHG01,Changeover,33.3,2025-07-13T08:21:00,2025-07-13T08:54:16.181251378,480.0
1294,2025-07-13,A,L3,M303,BRK02,Breakdown — mechanical,61.9,2025-07-13T06:11:00,2025-07-13T07:12:51.578733056,480.0
1295,2025-07-13,A,L3,M303,CHG01,Changeover,26.4,2025-07-13T11:48:00,2025-07-13T12:14:22.508444550,480.0
1296,2025-07-13,B,L3,M303,CHG01,Changeover,80.2,2025-07-13T18:05:00,2025-07-13T19:25:10.289241230,480.0
1297,2025-07-14,A,L1,M101,OPR06,Operator absence,8.2,2025-07-14T12:27:00,2025-07-14T12:35:14.542000947,480.0
1298,2025-07-14,A,L1,M101,BRK02,Breakdown — mechanical,6.6,2025-07-14T08:27:00,2025-07-14T08:33:36.738976681,480.0
1299,2025-07-14,B,L1,M101,STP08,Minor stoppage,8.4,2025-07-14T17:15:00,2025-07-14T17:23:25.369610856,480.0
1300,2025-07-14,B,L1,M101,STP08,Minor stoppage,6.7,2025-07-14T17:37:00,2025-07-14T17:43:40.539709059,480.0
1301,2025-07-14,B,L1,M101,BRK02,Breakdown — mechanical,19.8,2025-07-14T14:17:00,2025-07-14T14:36:49.568470842,480.0
1302,2025-07-14,B,L1,M101,MAT04,Material shortage,9.3,2025-07-14T18:16:00,2025-07-14T18:25:18.937669532,480.0
1303,2025-07-14,A,L1,M102,CHG01,Changeover,44.8,2025-07-14T06:31:00,2025-07-14T07:15:48.075061414,480.0
1304,2025-07-14,B,L1,M102,CHG01,Changeover,5.0,2025-07-14T15:28:00,2025-07-14T15:33:00,480.0
1305,2025-07-14,A,L2,M201,QLT05,Quality hold,36.7,2025-07-14T06:35:00,2025-07-14T07:11:42.340523231,480.0
1306,2025-07-14,A,L2,M201,STP08,Minor stoppage,13.8,2025-07-14T07:48:00,2025-07-14T08:01:46.603730677,480.0
1307,2025-07-14,A,L2,M201,BRK02,Breakdown — mechanical,8.8,2025-07-14T09:03:00,2025-07-14T09:11:48.064648134,480.0
1308,2025-07-14,B,L2,M201,OPR06,Operator absence,9.7,2025-07-14T19:35:00,2025-07-14T19:44:39.022845704,480.0
1309,2025-07-14,A,L2,M202,BRK02,Breakdown — mechanical,5.4,2025-07-14T11:48:00,2025-07-14T11:53:24.775107007,480.0
1310,2025-07-14,B,L2,M202,STP08,Minor stoppage,6.9,2025-07-14T20:09:00,2025-07-14T20:15:54.996407947,480.0
1311,2025-07-14,A,L3,M301,CHG01,Changeover,30.7,2025-07-14T12:33:00,2025-07-14T13:03:44.768933732,480.0
1312,2025-07-14,A,L3,M301,CHG01,Changeover,29.6,2025-07-14T08:23:00,2025-07-14T08:52:37.853461729,480.0
1313,2025-07-14,A,L3,M301,CHG01,Changeover,22.4,2025-07-14T11:01:00,2025-07-14T11:23:25.921485807,480.0
1314,2025-07-14,B,L3,M301,BRK02,Breakdown — mechanical,66.4,2025-07-14T14:14:00,2025-07-14T15:20:22.370702234,480.0
1315,2025-07-14,B,L3,M301,CHG01,Changeover,32.5,2025-07-14T14:02:00,2025-07-14T14:34:30.156138102,480.0
1316,2025-07-14,A,L3,M302,CHG01,Changeover,64.9,2025-07-14T08:18:00,2025-07-14T09:22:56.105815487,480.0
1317,2025-07-14,A,L3,M302,CHG01,Changeover,25.9,2025-07-14T10:22:00,2025-07-14T10:47:53.731685646,480.0
1318,2025-07-14,B,L3,M302,CHG01,Changeover,58.5,2025-07-14T18:37:00,2025-07-14T19:35:29.020169700,480.0
1319,2025-07-14,B,L3,M302,CHG01,Changeover,31.5,2025-07-14T14:39:00,2025-07-14T15:10:31.120854131,480.0
1320,2025-07-14,B,L3,M302,CHG01,Changeover,13.8,2025-07-14T20:12:00,2025-07-14T20:25:47.620982593,480.0
1321,2025-07-14,A,L3,M303,CHG01,Changeover,60.6,2025-07-14T06:26:00,2025-07-14T07:26:33.252371555,480.0
1322,2025-07-14,A,L3,M303,CHG01,Changeover,66.5,2025-07-14T07:00:00,2025-07-14T08:06:30.119440799,480.0
1323,2025-07-14,B,L3,M303,CHG01,Changeover,28.4,2025-07-14T19:47:00,2025-07-14T20:15:21.713817498,480.0
1324,2025-07-14,B,L3,M303,STP08,Minor stoppage,3.2,2025-07-14T15:27:00,2025-07-14T15:30:10.747377550,480.0
1325,2025-07-15,A,L1,M101,OPR06,Operator absence,17.9,2025-07-15T12:06:00,2025-07-15T12:23:51.693108010,480.0
1326,2025-07-15,A,L1,M101,BRK03,Breakdown — electrical,30.7,2025-07-15T12:19:00,2025-07-15T12:49:43.038096698,480.0
1327,2025-07-15,B,L1,M101,MAT04,Material shortage,28.0,2025-07-15T19:34:00,2025-07-15T20:02:00.440233403,480.0
1328,2025-07-15,A,L1,M102,OPR06,Operator absence,18.3,2025-07-15T10:18:00,2025-07-15T10:36:15.792227342,480.0
1329,2025-07-15,A,L1,M102,CHG01,Changeover,39.7,2025-07-15T11:13:00,2025-07-15T11:52:40.487047915,480.0
1330,2025-07-15,B,L1,M102,STP08,Minor stoppage,11.7,2025-07-15T15:17:00,2025-07-15T15:28:42.746480696,480.0
1331,2025-07-15,A,L2,M201,OPR06,Operator absence,15.5,2025-07-15T12:26:00,2025-07-15T12:41:30.830506106,480.0
1332,2025-07-15,A,L2,M201,BRK02,Breakdown — mechanical,35.0,2025-07-15T11:26:00,2025-07-15T12:00:58.926280404,480.0
1333,2025-07-15,B,L2,M201,CHG01,Changeover,32.0,2025-07-15T19:12:00,2025-07-15T19:44:02.172821751,480.0
1334,2025-07-15,A,L2,M202,MAT04,Material shortage,33.6,2025-07-15T08:16:00,2025-07-15T08:49:33.618577446,480.0
1335,2025-07-15,B,L2,M202,STP08,Minor stoppage,8.6,2025-07-15T19:26:00,2025-07-15T19:34:33.291097319,480.0
1336,2025-07-15,B,L2,M202,STP08,Minor stoppage,12.1,2025-07-15T16:03:00,2025-07-15T16:15:03.672762137,480.0
1337,2025-07-15,A,L3,M301,PM07,Planned maintenance,44.2,2025-07-15T08:46:00,2025-07-15T09:30:09.073523756,480.0
1338,2025-07-15,A,L3,M301,STP08,Minor stoppage,3.2,2025-07-15T07:32:00,2025-07-15T07:35:12.751306152,480.0
1339,2025-07-15,A,L3,M301,BRK02,Breakdown — mechanical,59.0,2025-07-15T06:40:00,2025-07-15T07:38:57.931496680,480.0
1340,2025-07-15,B,L3,M301,CHG01,Changeover,50.5,2025-07-15T17:42:00,2025-07-15T18:32:31.666547196,480.0
1341,2025-07-15,A,L3,M302,CHG01,Changeover,41.7,2025-07-15T09:18:00,2025-07-15T09:59:43.752020915,480.0
1342,2025-07-15,A,L3,M302,CHG01,Changeover,47.9,2025-07-15T10:28:00,2025-07-15T11:15:52.526777789,480.0
1343,2025-07-15,B,L3,M302,STP08,Minor stoppage,3.8,2025-07-15T20:26:00,2025-07-15T20:29:50.841062164,480.0
1344,2025-07-15,B,L3,M302,QLT05,Quality hold,30.4,2025-07-15T15:15:00,2025-07-15T15:45:26.740513284,480.0
1345,2025-07-15,A,L3,M303,BRK03,Breakdown — electrical,14.7,2025-07-15T10:25:00,2025-07-15T10:39:43.614720555,480.0
1346,2025-07-15,B,L3,M303,CHG01,Changeover,63.2,2025-07-15T15:16:00,2025-07-15T16:19:11.776401146,480.0
1347,2025-07-15,B,L3,M303,CHG01,Changeover,35.2,2025-07-15T18:05:00,2025-07-15T18:40:09.536155647,480.0
1348,2025-07-15,B,L3,M303,OPR06,Operator absence,20.5,2025-07-15T20:12:00,2025-07-15T20:32:30.098074811,480.0
1349,2025-07-16,A,L1,M101,BRK03,Breakdown — electrical,34.9,2025-07-16T08:34:00,2025-07-16T09:08:51.692525374,480.0
1350,2025-07-16,A,L1,M101,MAT04,Material shortage,16.0,2025-07-16T08:09:00,2025-07-16T08:25:01.700320358,480.0
1351,2025-07-16,B,L1,M101,OPR06,Operator absence,15.5,2025-07-16T18:32:00,2025-07-16T18:47:27.500931996,480.0
1352,2025-07-16,A,L1,M102,BRK03,Breakdown — electrical,6.5,2025-07-16T12:26:00,2025-07-16T12:32:28.516467165,480.0
1353,2025-07-16,B,L1,M102,BRK02,Breakdown — mechanical,42.5,2025-07-16T16:31:00,2025-07-16T17:13:29.947159757,480.0
1354,2025-07-16,A,L2,M201,QLT05,Quality hold,36.1,2025-07-16T08:26:00,2025-07-16T09:02:07.638900967,480.0
1355,2025-07-16,B,L2,M201,STP08,Minor stoppage,8.0,2025-07-16T14:04:00,2025-07-16T14:11:57.533507105,480.0
1356,2025-07-16,B,L2,M201,MAT04,Material shortage,23.8,2025-07-16T17:35:00,2025-07-16T17:58:49.817801089,480.0
1357,2025-07-16,A,L2,M202,MAT04,Material shortage,38.2,2025-07-16T11:26:00,2025-07-16T12:04:14.080545984,480.0
1358,2025-07-16,B,L2,M202,MAT04,Material shortage,27.5,2025-07-16T16:44:00,2025-07-16T17:11:31.450147491,480.0
1359,2025-07-16,B,L2,M202,BRK03,Breakdown — electrical,16.7,2025-07-16T16:10:00,2025-07-16T16:26:41.592081715,480.0
1360,2025-07-16,A,L3,M301,STP08,Minor stoppage,9.9,2025-07-16T07:15:00,2025-07-16T07:24:56.207163286,480.0
1361,2025-07-16,B,L3,M301,OPR06,Operator absence,24.6,2025-07-16T15:23:00,2025-07-16T15:47:38.584023,480.0
1362,2025-07-16,B,L3,M301,CHG01,Changeover,46.1,2025-07-16T17:39:00,2025-07-16T18:25:06.110301730,480.0
1363,2025-07-16,B,L3,M301,CHG01,Changeover,33.1,2025-07-16T18:44:00,2025-07-16T19:17:06.986340162,480.0
1364,2025-07-16,A,L3,M302,CHG01,Changeover,52.2,2025-07-16T11:24:00,2025-07-16T12:16:12.526268931,480.0
1365,2025-07-16,B,L3,M302,BRK03,Breakdown — electrical,24.6,2025-07-16T14:09:00,2025-07-16T14:33:37.630351435,480.0
1366,2025-07-16,B,L3,M302,BRK02,Breakdown — mechanical,62.2,2025-07-16T18:07:00,2025-07-16T19:09:10.449899801,480.0
1367,2025-07-16,A,L3,M303,PM07,Planned maintenance,40.4,2025-07-16T08:16:00,2025-07-16T08:56:22.259505065,480.0
1368,2025-07-16,A,L3,M303,CHG01,Changeover,72.3,2025-07-16T12:14:00,2025-07-16T13:26:18.735478794,480.0
1369,2025-07-16,A,L3,M303,CHG01,Changeover,27.2,2025-07-16T11:35:00,2025-07-16T12:02:12.340744214,480.0
1370,2025-07-16,B,L3,M303,CHG01,Changeover,76.7,2025-07-16T17:44:00,2025-07-16T19:00:42.549552291,480.0
1371,2025-07-17,A,L1,M101,BRK03,Breakdown — electrical,40.2,2025-07-17T09:05:00,2025-07-17T09:45:14.445877733,480.0
1372,2025-07-17,B,L1,M101,BRK03,Breakdown — electrical,32.9,2025-07-17T17:34:00,2025-07-17T18:06:52.973077883,480.0
1373,2025-07-17,B,L1,M101,BRK03,Breakdown — electrical,13.7,2025-07-17T20:18:00,2025-07-17T20:31:42.666490458,480.0
1374,2025-07-17,A,L1,M102,PM07,Planned maintenance,49.3,2025-07-17T09:07:00,2025-07-17T09:56:18.039044140,480.0
1375,2025-07-17,B,L1,M102,OPR06,Operator absence,9.6,2025-07-17T19:29:00,2025-07-17T19:38:34.858058910,480.0
1376,2025-07-17,B,L1,M102,BRK03,Breakdown — electrical,29.8,2025-07-17T19:28:00,2025-07-17T19:57:48.850225937,480.0
1377,2025-07-17,A,L2,M201,MAT04,Material shortage,43.9,2025-07-17T09:11:00,2025-07-17T09:54:51.468238464,480.0
1378,2025-07-17,B,L2,M201,OPR06,Operator absence,15.3,2025-07-17T16:26:00,2025-07-17T16:41:15.316701007,480.0
1379,2025-07-17,B,L2,M201,STP08,Minor stoppage,10.9,2025-07-17T20:48:00,2025-07-17T20:58:51.878805952,480.0
1380,2025-07-17,B,L2,M201,MAT04,Material shortage,13.2,2025-07-17T16:45:00,2025-07-17T16:58:12.575300283,480.0
1381,2025-07-17,A,L2,M202,PM07,Planned maintenance,59.7,2025-07-17T06:37:00,2025-07-17T07:36:41.826717752,480.0
1382,2025-07-17,A,L2,M202,PM07,Planned maintenance,6.9,2025-07-17T07:45:00,2025-07-17T07:51:56.680422258,480.0
1383,2025-07-17,B,L2,M202,PM07,Planned maintenance,5.0,2025-07-17T20:29:00,2025-07-17T20:34:00,480.0
1384,2025-07-17,A,L3,M301,MAT04,Material shortage,59.9,2025-07-17T09:08:00,2025-07-17T10:07:54.401741612,480.0
1385,2025-07-17,A,L3,M301,CHG01,Changeover,25.8,2025-07-17T07:41:00,2025-07-17T08:06:47.222895436,480.0
1386,2025-07-17,B,L3,M301,QLT05,Quality hold,37.7,2025-07-17T19:39:00,2025-07-17T20:16:39.510626317,480.0
1387,2025-07-17,B,L3,M301,QLT05,Quality hold,31.2,2025-07-17T19:05:00,2025-07-17T19:36:13.012500664,480.0
1388,2025-07-17,B,L3,M301,CHG01,Changeover,18.2,2025-07-17T15:27:00,2025-07-17T15:45:10.214054571,480.0
1389,2025-07-17,A,L3,M302,MAT04,Material shortage,33.5,2025-07-17T10:36:00,2025-07-17T11:09:32.619463705,480.0
1390,2025-07-17,A,L3,M302,MAT04,Material shortage,45.2,2025-07-17T08:25:00,2025-07-17T09:10:14.263784698,480.0
1391,2025-07-17,B,L3,M302,STP08,Minor stoppage,5.1,2025-07-17T20:05:00,2025-07-17T20:10:03.175327342,480.0
1392,2025-07-17,B,L3,M302,BRK02,Breakdown — mechanical,55.3,2025-07-17T16:41:00,2025-07-17T17:36:15.059598486,480.0
1393,2025-07-17,B,L3,M302,PM07,Planned maintenance,46.6,2025-07-17T20:30:00,2025-07-17T21:16:37.386927288,480.0
1394,2025-07-17,B,L3,M302,CHG01,Changeover,16.0,2025-07-17T20:48:00,2025-07-17T21:03:58.259958302,480.0
1395,2025-07-17,A,L3,M303,CHG01,Changeover,69.4,2025-07-17T09:38:00,2025-07-17T10:47:23.758330151,480.0
1396,2025-07-17,A,L3,M303,STP08,Minor stoppage,5.6,2025-07-17T11:02:00,2025-07-17T11:07:36.214549364,480.0
1397,2025-07-17,A,L3,M303,QLT05,Quality hold,28.6,2025-07-17T12:39:00,2025-07-17T13:07:38.072171397,480.0
1398,2025-07-17,A,L3,M303,OPR06,Operator absence,17.2,2025-07-17T12:05:00,2025-07-17T12:22:14.090284570,480.0
1399,2025-07-17,B,L3,M303,CHG01,Changeover,35.6,2025-07-17T16:28:00,2025-07-17T17:03:36.506070399,480.0
1400,2025-07-17,B,L3,M303,PM07,Planned maintenance,49.9,2025-07-17T16:21:00,2025-07-17T17:10:53.568664680,480.0
1401,2025-07-18,A,L1,M101,QLT05,Quality hold,34.2,2025-07-18T10:26:00,2025-07-18T11:00:10.040657557,480.0
1402,2025-07-18,A,L1,M101,CHG01,Changeover,11.7,2025-07-18T12:29:00,2025-07-18T12:40:43.925529990,480.0
1403,2025-07-18,B,L1,M101,MAT04,Material shortage,33.6,2025-07-18T19:12:00,2025-07-18T19:45:35.320929988,480.0
1404,2025-07-18,A,L1,M102,BRK03,Breakdown — electrical,44.1,2025-07-18T07:24:00,2025-07-18T08:08:08.184135869,480.0
1405,2025-07-18,B,L1,M102,BRK03,Breakdown — electrical,37.8,2025-07-18T20:01:00,2025-07-18T20:38:48.149400990,480.0
1406,2025-07-18,A,L2,M201,MAT04,Material shortage,21.7,2025-07-18T11:04:00,2025-07-18T11:25:39.007278015,480.0
1407,2025-07-18,A,L2,M201,MAT04,Material shortage,40.3,2025-07-18T10:18:00,2025-07-18T10:58:16.135924431,480.0
1408,2025-07-18,B,L2,M201,BRK03,Breakdown — electrical,29.4,2025-07-18T18:46:00,2025-07-18T19:15:26.563097006,480.0
1409,2025-07-18,A,L2,M202,BRK03,Breakdown — electrical,41.2,2025-07-18T06:43:00,2025-07-18T07:24:10.078163251,480.0
